VERIFICADO LT;ESTIMADO LT;CONFIGURADOR LT;VERIFICADO TR;ESTIMADO TR;CONFIGURADOR TR;VERIFICADO USINA;ESTIMADO USINA;VERIFICADO UG;ESTIMADO UG;CONFIGURADOR UG;VERIFICADO COMP;ESTIMADO COMP;CONFIGURADOR COMP;VERIFICADO BARRA;ESTIMADO BARRA;CONFIGURADOR BARRA;VERIFICADO UFE;ESTIMADO UFE;VERIFICADO CALC;DIGITAIS;PDP USINA;PDP CARGA
;;;SCSID2_230_TR1_S_TAP.v;SCSID2_230_TR1_S_TAP.e;;;;;;;;;;;;;;;;SCIBA_138_DJ532_S.s;;
;;;SCSID2_230_TR2_S_AMP.v;SCSID2_230_TR2_S_AMP.e;;;;;;;;;;;;;;;;SCIBA_138_DJ542_S.s;;
;;;SCSID2_230_TR2_S_KV.v;SCSID2_230_TR2_S_KV.e;;;;;;;;;;;;;;;;SCIBA_138_DJ552_S.s;;
;;;SCSID2_230_TR2_S_MVAR.v;SCSID2_230_TR2_S_MVAR.e;;;;;;;;;;;;;;;;SCIBA_138_DJ562_S.s;;
;;;SCSID2_230_TR2_S_MW.v;SCSID2_230_TR2_S_MW.e;;;;;;;;;;;;;;;;SCIBA_138_DJ572_S.s;;
;;;SCSID2_230_TR2_S_TAP.v;SCSID2_230_TR2_S_TAP.e;;;;;;;;;;;;;;;;SCIBA_138_DJ582_S.s;;
;;;SCSID2_230_TR3_S_AMP.v;SCSID2_230_TR3_S_AMP.e;;;;;;;;;;;;;;;;SCICO_138_DJ512_S.s;;
;;;SCSID2_230_TR3_S_KV.v;SCSID2_230_TR3_S_KV.e;;;;;;;;;;;;;;;;SCICO_138_DJ522_S.s;;
;;;SCSID2_230_TR3_S_MVAR.v;SCSID2_230_TR3_S_MVAR.e;;;;;;;;;;;;;;;;SCICO_138_DJ532_S.s;;
;;;SCSID2_230_TR3_S_MW.v;SCSID2_230_TR3_S_MW.e;;;;;;;;;;;;;;;;SCICO_138_DJ542_S.s;;
;;;SCSID2_230_TR3_S_TAP.v;SCSID2_230_TR3_S_TAP.e;;;;;;;;;;;;;;;;SCIFA_138_DJ552_S.s;;
;;;SCSID2_525_TR1_P_AMP.v;SCSID2_525_TR1_P_AMP.e;;;;;;;;;;;;;;;;SCIFA_138_DJ572_S.s;;
;;;SCSID2_525_TR1_P_KV.v;SCSID2_525_TR1_P_KV.e;;;;;;;;;;;;;;;;SCIFA_138_DJ582_S.s;;
;;;SCSID2_525_TR1_P_MVAR.v;SCSID2_525_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCIIA_138_DJ512_S.s;;
;;;SCSID2_525_TR1_P_MW.v;SCSID2_525_TR1_P_MW.e;;;;;;;;;;;;;;;;SCIIA_138_DJ522_S.s;;
;;;SCSID2_525_TR2_P_AMP.v;SCSID2_525_TR2_P_AMP.e;;;;;;;;;;;;;;;;SCIIA_138_DJ532_S.s;;
;;;SCSID2_525_TR2_P_KV.v;SCSID2_525_TR2_P_KV.e;;;;;;;;;;;;;;;;SCIIA_138_DJ542_S.s;;
;;;SCSID2_525_TR2_P_MVAR.v;SCSID2_525_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCIIA_138_DJ552_S.s;;
;;;SCSID2_525_TR2_P_MW.v;SCSID2_525_TR2_P_MW.e;;;;;;;;;;;;;;;;SCIIA_138_DJ562_S.s;;
;;;SCSID2_525_TR3_P_AMP.v;SCSID2_525_TR3_P_AMP.e;;;;;;;;;;;;;;;;SCIIA_138_DJ582_S.s;;
;;;SCSID2_525_TR3_P_KV.v;SCSID2_525_TR3_P_KV.e;;;;;;;;;;;;;;;;SCIND_138_DJ13C1_S.s;;
;;;SCSID2_525_TR3_P_MVAR.v;SCSID2_525_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCIND_138_DJ13D1_S.s;;
;;;SCSID2_525_TR3_P_MW.v;SCSID2_525_TR3_P_MW.e;;;;;;;;;;;;;;;;SCIND_138_DJ13F1_S.s;;
;;;SCSJI_138_CATR1_MVAR.v;SCSJI_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCIND_138_DJ13I1_S.s;;
;;;SCSJI_138_CATR1_MW.v;SCSJI_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCIND_138_DJ13J1_S.s;;
;;;SCSJM_138_CATR1_MVAR.v;SCSJM_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCIND_138_DJ13T1_S.s;;
;;;SCSJM_138_CATR1_MW.v;SCSJM_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCIND_138_DJ13T2_S.s;;
;;;SCSJR_138_CATR1_AMP.v;SCSJR_138_CATR1_AMP.e;;;;;;;;;;;;;;;;SCIND_230_DJ14D1_S.s;;
;;;SCSJR_138_CATR1_MVAR.v;SCSJR_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCIND_230_DJ14F1_S.s;;
;;;SCSJR_138_CATR1_MW.v;SCSJR_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCIND_230_DJ14F2_S.s;;
;;;SCTBO_138_CATR1_MVAR.v;SCTBO_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCIND_230_DJ14S1_S.s;;
;;;SCTBO_138_CATR1_MW.v;SCTBO_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCIND_230_DJ14S2_S.s;;
;;;SCTBO_138_CATR2_MVAR.v;SCTBO_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCIND_230_DJ14T1_S.s;;
;;;SCTBO_138_CATR2_MW.v;SCTBO_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCIND_230_DJ14T2_S.s;;
;;;SCTBO_69P0_TRTR1_S_MVAR.v;SCTBO_69P0_TRTR1_S_MVAR.e;;;;;;;;;;;;;;;;SCINE_138_DJ522_S.s;;
;;;SCTBO_69P0_TRTR1_S_MW.v;SCTBO_69P0_TRTR1_S_MW.e;;;;;;;;;;;;;;;;SCINE_138_DJ532_S.s;;
;;;SCTCC_69P0_CATR1_AMP.v;SCTCC_69P0_CATR1_AMP.e;;;;;;;;;;;;;;;;SCINE_138_DJ542_S.s;;
;;;SCTCC_69P0_CATR1_MVAR.v;SCTCC_69P0_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCINE_138_DJ552_S.s;;
;;;SCTCC_69P0_CATR1_MW.v;SCTCC_69P0_CATR1_MW.e;;;;;;;;;;;;;;;;SCINE_138_DJ555_S.s;;
;;;SCTCC_69P0_CATR2_AMP.v;SCTCC_69P0_CATR2_AMP.e;;;;;;;;;;;;;;;;SCINE_138_DJ562_S.s;;
;;;SCTCC_69P0_CATR2_MVAR.v;SCTCC_69P0_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCINE_138_DJ572_S.s;;
;;;SCTCC_69P0_CATR2_MW.v;SCTCC_69P0_CATR2_MW.e;;;;;;;;;;;;;;;;SCINE_138_DJ582_S.s;;
;;;SCTDE_138_CATR1_MVAR.v;SCTDE_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCITA_138_DJ512_S.s;;
;;;SCTDE_138_CATR1_MW.v;SCTDE_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCITA_138_DJ522_S.s;;
;;;SCTDE_138_CATR2_MVAR.v;SCTDE_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCITA_138_DJ532_S.s;;
;;;SCTDE_138_CATR2_MW.v;SCTDE_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCITA_138_DJ542_S.s;;
;;;SCTDE_138_CATR3_MVAR.v;SCTDE_138_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCITA_138_DJ552_S.s;;
;;;SCTDE_138_CATR3_MW.v;SCTDE_138_CATR3_MW.e;;;;;;;;;;;;;;;;SCITA_138_DJ562_S.s;;
;;;SCTGE_138_CATR1_MVAR.v;SCTGE_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCITA_138_DJ572_S.s;;
;;;SCTGE_138_CATR1_MW.v;SCTGE_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCITA_138_DJ582_S.s;;
;;;SCTJS_138_CATR1_MVAR.v;SCTJS_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCITA_13P8_DJ132_S.s;;
;;;SCTJS_138_CATR1_MW.v;SCTJS_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCITA_13P8_DJ142_S.s;;
;;;SCTJS_138_CATR2_MVAR.v;SCTJS_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCITA_69P0_DJ432_S.s;;
;;;SCTJS_138_CATR2_MW.v;SCTJS_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCITA_69P0_DJ442_S.s;;
;;;SCTJS_138_CATR3_MVAR.v;SCTJS_138_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCITA_69P0_DJ452_S.s;;
;;;SCTJS_138_CATR3_MW.v;SCTJS_138_CATR3_MW.e;;;;;;;;;;;;;;;;SCITA_69P0_DJ462_S.s;;
;;;SCTJS_138_CATR5_MVAR.v;SCTJS_138_CATR5_MVAR.e;;;;;;;;;;;;;;;;SCITJ_138_DJ552_S.s;;
;;;SCTJS_138_CATR5_MW.v;SCTJS_138_CATR5_MW.e;;;;;;;;;;;;;;;;SCITJ_138_DJ562_S.s;;
;;;SCTPY_69P0_CATR1_MVAR.v;SCTPY_69P0_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCITJ_138_DJ572_S.s;;
;;;SCTPY_69P0_CATR1_MW.v;SCTPY_69P0_CATR1_MW.e;;;;;;;;;;;;;;;;SCITJ_138_DJ582_S.s;;
;;;SCTPY_69P0_CATRS_MVAR.v;SCTPY_69P0_CATRS_MVAR.e;;;;;;;;;;;;;;;;SCITJ_138_DJ592_S.s;;
;;;SCTPY_69P0_CATRS_MW.v;SCTPY_69P0_CATRS_MW.e;;;;;;;;;;;;;;;;SCITJ_138_DJ602_S.s;;
;;;SCTRA_138_BABA_KV.v;SCTRA_138_BABA_KV.e;;;;;;;;;;;;;;;;SCITJ_138_DJ612_S.s;;
;;;SCTRA_138_BABP_KV.v;SCTRA_138_BABP_KV.e;;;;;;;;;;;;;;;;SCITJ_138_DJ622_S.s;;
;;;SCTRA_138_CASCPSG_1_MVAR.v;SCTRA_138_CASCPSG_1_MVAR.e;;;;;;;;;;;;;;;;SCITJ_138_DJ632_S.s;;
;;;SCTRA_138_CASCPSG_1_MW.v;SCTRA_138_CASCPSG_1_MW.e;;;;;;;;;;;;;;;;SCITJ_138_DJ642_S.s;;
;;;SCTRA_138_CATR1_MVAR.v;SCTRA_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCITJ_138_DJ652_S.s;;
;;;SCTRA_138_CATR1_MW.v;SCTRA_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCITJ_138_DJ662_S.s;;
;;;SCTRA_138_LTSCHOE_1_MVAR.v;SCTRA_138_LTSCHOE_1_MVAR.e;;;;;;;;;;;;;;;;SCITJ_138_DJ672_S.s;;
;;;SCTRA_138_LTSCHOE_1_MW.v;SCTRA_138_LTSCHOE_1_MW.e;;;;;;;;;;;;;;;;SCITJ_230_DJ722_S.s;;
;;;SCTRA_138_LTSCVDA_1_MVAR.v;SCTRA_138_LTSCVDA_1_MVAR.e;;;;;;;;;;;;;;;;SCITJ_230_DJ732_S.s;;
;;;SCTRA_138_LTSCVDA_1_MW.v;SCTRA_138_LTSCVDA_1_MW.e;;;;;;;;;;;;;;;;SCITJ_230_DJ742_S.s;;
;;;SCTRD_69P0_BAP_KV.v;SCTRD_69P0_BAP_KV.e;;;;;;;;;;;;;;;;SCITJ_230_DJ752_S.s;;
;;;SCTRD_69P0_CATR1_MVAR.v;SCTRD_69P0_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCITJ_230_DJ762_S.s;;
;;;SCTRD_69P0_CATR1_MW.v;SCTRD_69P0_CATR1_MW.e;;;;;;;;;;;;;;;;SCITJ_230_DJ782_S.s;;
;;;SCTRO_69P0_BAA_KV.v;SCTRO_69P0_BAA_KV.e;;;;;;;;;;;;;;;;SCITJ_230_DJ802_S.s;;
;;;SCTRO_69P0_BAP_KV.v;SCTRO_69P0_BAP_KV.e;;;;;;;;;;;;;;;;SCJBV_138_DJ512_S.s;;
;;;SCTRO_69P0_CASCBRN_1_MVAR.v;SCTRO_69P0_CASCBRN_1_MVAR.e;;;;;;;;;;;;;;;;SCJBV_138_DJ532_S.s;;
;;;SCTRO_69P0_CASCBRN_1_MW.v;SCTRO_69P0_CASCBRN_1_MW.e;;;;;;;;;;;;;;;;SCJBV_138_DJ542_S.s;;
;;;SCTRO_69P0_CASCCRGL_MVAR.v;SCTRO_69P0_CASCCRGL_MVAR.e;;;;;;;;;;;;;;;;SCJBV_138_DJ562_S.s;;
;;;SCTRO_69P0_CASCCRGL_MW.v;SCTRO_69P0_CASCCRGL_MW.e;;;;;;;;;;;;;;;;SCJBV_69P0_DJ312_S.s;;
;;;SCTRO_69P0_CATR1_MVAR.v;SCTRO_69P0_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCJBV_69P0_DJ322_S.s;;
;;;SCTRO_69P0_CATR1_MW.v;SCTRO_69P0_CATR1_MW.e;;;;;;;;;;;;;;;;SCJBV_69P0_DJ332_S.s;;
;;;SCTRO_69P0_CATR2_MVAR.v;SCTRO_69P0_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCJBV_69P0_DJ342_S.s;;
;;;SCTRO_69P0_CATR2_MW.v;SCTRO_69P0_CATR2_MW.e;;;;;;;;;;;;;;;;SCJGM_138_DJ512_S.s;;
;;;SCTRO_69P0_CATR3_MVAR.v;SCTRO_69P0_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCJGM_138_DJ532_S.s;;
;;;SCTRO_69P0_CATR3_MW.v;SCTRO_69P0_CATR3_MW.e;;;;;;;;;;;;;;;;SCJGM_138_DJ542_S.s;;
;;;SCTRO_69P0_LTSCJLA_1_AMP.v;SCTRO_69P0_LTSCJLA_1_AMP.e;;;;;;;;;;;;;;;;SCJGM_138_DJ562_S.s;;
;;;SCTRO_69P0_LTSCJLA_1_MVAR.v;SCTRO_69P0_LTSCJLA_1_MVAR.e;;;;;;;;;;;;;;;;SCJLA_138_DJ512_S.s;;
;;;SCTRO_69P0_LTSCJLA_1_MW.v;SCTRO_69P0_LTSCJLA_1_MW.e;;;;;;;;;;;;;;;;SCJLA_138_DJ522_S.s;;
;;;SCTRO_69P0_LTSCJLA_2_AMP.v;SCTRO_69P0_LTSCJLA_2_AMP.e;;;;;;;;;;;;;;;;SCJLA_138_DJ532_S.s;;
;;;SCTRO_69P0_LTSCJLA_2_MVAR.v;SCTRO_69P0_LTSCJLA_2_MVAR.e;;;;;;;;;;;;;;;;SCJLA_138_DJ542_S.s;;
;;;SCTRO_69P0_LTSCJLA_2_MW.v;SCTRO_69P0_LTSCJLA_2_MW.e;;;;;;;;;;;;;;;;SCJLA_138_DJ552_S.s;;
;;;SCTRO_69P0_LTSCJLA_3_AMP.v;SCTRO_69P0_LTSCJLA_3_AMP.e;;;;;;;;;;;;;;;;SCJLA_138_DJ562_S.s;;
;;;SCTRO_69P0_LTSCJLA_3_MVAR.v;SCTRO_69P0_LTSCJLA_3_MVAR.e;;;;;;;;;;;;;;;;SCJLA_138_DJ572_S.s;;
;;;SCTRO_69P0_LTSCJLA_3_MW.v;SCTRO_69P0_LTSCJLA_3_MW.e;;;;;;;;;;;;;;;;SCJLA_138_DJ582_S.s;;
;;;SCTRO_69P0_LTSCSGO_1_AMP.v;SCTRO_69P0_LTSCSGO_1_AMP.e;;;;;;;;;;;;;;;;SCJLA_138_DJ592_S.s;;
;;;SCTRO_69P0_LTSCSGO_1_MVAR.v;SCTRO_69P0_LTSCSGO_1_MVAR.e;;;;;;;;;;;;;;;;SCJLA_138_DJ612_S.s;;
;;;SCTRO_69P0_LTSCSGO_1_MW.v;SCTRO_69P0_LTSCSGO_1_MW.e;;;;;;;;;;;;;;;;SCJLA_138_DJ622_S.s;;
;;;SCTRO_69P0_LTSCTSL_1_AMP.v;SCTRO_69P0_LTSCTSL_1_AMP.e;;;;;;;;;;;;;;;;SCJLA_230_DJ712_S.s;;
;;;SCTRO_69P0_LTSCTSL_1_MVAR.v;SCTRO_69P0_LTSCTSL_1_MVAR.e;;;;;;;;;;;;;;;;SCJLA_230_DJ722_S.s;;
;;;SCTRO_69P0_LTSCTSL_1_MW.v;SCTRO_69P0_LTSCTSL_1_MW.e;;;;;;;;;;;;;;;;SCJLA_230_DJ732_S.s;;
;;;SCTSL_138_TRATR1_S_AMP.v;SCTSL_138_TRATR1_S_AMP.e;;;;;;;;;;;;;;;;SCJLA_230_DJ742_S.s;;
;;;SCTSL_138_TRATR1_S_KV.v;SCTSL_138_TRATR1_S_KV.e;;;;;;;;;;;;;;;;SCJLA_230_DJ752_S.s;;
;;;SCTSL_138_TRATR1_S_MVAR.v;SCTSL_138_TRATR1_S_MVAR.e;;;;;;;;;;;;;;;;SCJLA_230_DJ762_S.s;;
;;;SCTSL_138_TRATR1_S_MW.v;SCTSL_138_TRATR1_S_MW.e;;;;;;;;;;;;;;;;SCJLA_230_DJ772_S.s;;
;;;SCTSL_138_TRATR2_S_AMP.v;SCTSL_138_TRATR2_S_AMP.e;;;;;;;;;;;;;;;;SCJLA_230_DJ782_S.s;;
;;;SCTSL_138_TRATR2_S_KV.v;SCTSL_138_TRATR2_S_KV.e;;;;;;;;;;;;;;;;SCJLA_230_DJ792_S.s;;
;;;SCTSL_138_TRATR2_S_MVAR.v;SCTSL_138_TRATR2_S_MVAR.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ392_S.s;;
;;;SCTSL_138_TRATR2_S_MW.v;SCTSL_138_TRATR2_S_MW.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ402_S.s;;
;;;SCTSL_13P8_TR1_T_AMP.v;SCTSL_13P8_TR1_T_AMP.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ412_S.s;;
;;;SCTSL_13P8_TR1_T_MVAR.v;SCTSL_13P8_TR1_T_MVAR.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ422_S.s;;
;;;SCTSL_13P8_TR1_T_MW.v;SCTSL_13P8_TR1_T_MW.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ432_S.s;;
;;;SCTSL_13P8_TR2_T_AMP.v;SCTSL_13P8_TR2_T_AMP.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ442_S.s;;
;;;SCTSL_13P8_TR2_T_MVAR.v;SCTSL_13P8_TR2_T_MVAR.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ452_S.s;;
;;;SCTSL_13P8_TR2_T_MW.v;SCTSL_13P8_TR2_T_MW.e;;;;;;;;;;;;;;;;SCJLA_69P0_DJ462_S.s;;
;;;SCTSL_13P8_TRATR1_T_AMP.v;SCTSL_13P8_TRATR1_T_AMP.e;;;;;;;;;;;;;;;;SCJLB_230_DJ712_S.s;;
;;;SCTSL_13P8_TRATR1_T_MVAR.v;SCTSL_13P8_TRATR1_T_MVAR.e;;;;;;;;;;;;;;;;SCJLB_230_DJ722_S.s;;
;;;SCTSL_13P8_TRATR1_T_MW.v;SCTSL_13P8_TRATR1_T_MW.e;;;;;;;;;;;;;;;;SCJLB_230_DJ732_S.s;;
;;;SCTSL_230_TR1_P_AMP.v;SCTSL_230_TR1_P_AMP.e;;;;;;;;;;;;;;;;SCJLB_230_DJ742_S.s;;
;;;SCTSL_230_TR1_P_KV.v;SCTSL_230_TR1_P_KV.e;;;;;;;;;;;;;;;;SCJLB_230_DJ752_S.s;;
;;;SCTSL_230_TR1_P_MVAR.v;SCTSL_230_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCJLB_230_DJ762_S.s;;
;;;SCTSL_230_TR1_P_MW.v;SCTSL_230_TR1_P_MW.e;;;;;;;;;;;;;;;;SCJLB_230_DJ772_S.s;;
;;;SCTSL_230_TR1_P_TAP.v;SCTSL_230_TR1_P_TAP.e;;;;;;;;;;;;;;;;SCJLB_230_DJ782_S.s;;
;;;SCTSL_230_TR2_P_AMP.v;SCTSL_230_TR2_P_AMP.e;;;;;;;;;;;;;;;;SCJLB_230_DJ792_S.s;;
;;;SCTSL_230_TR2_P_KV.v;SCTSL_230_TR2_P_KV.e;;;;;;;;;;;;;;;;SCJLB_230_DJ812_S.s;;
;;;SCTSL_230_TR2_P_MVAR.v;SCTSL_230_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCJLB_230_DJ822_S.s;;
;;;SCTSL_230_TR2_P_MW.v;SCTSL_230_TR2_P_MW.e;;;;;;;;;;;;;;;;SCJLB_230_DJ832_S.s;;
;;;SCTSL_230_TR2_P_TAP.v;SCTSL_230_TR2_P_TAP.e;;;;;;;;;;;;;;;;SCJLB_230_DJ842_S.s;;
;;;SCTSL_230_TRATR1_P_AMP.v;SCTSL_230_TRATR1_P_AMP.e;;;;;;;;;;;;;;;;SCJNO_138_DJ552_S.s;;
;;;SCTSL_230_TRATR1_P_KV.v;SCTSL_230_TRATR1_P_KV.e;;;;;;;;;;;;;;;;SCJNO_138_DJ572_S.s;;
;;;SCTSL_230_TRATR1_P_MVAR.v;SCTSL_230_TRATR1_P_MVAR.e;;;;;;;;;;;;;;;;SCJNO_138_DJ582_S.s;;
;;;SCTSL_230_TRATR1_P_MW.v;SCTSL_230_TRATR1_P_MW.e;;;;;;;;;;;;;;;;SCJNO_138_DJ592_S.s;;
;;;SCTSL_230_TRATR1_P_TAP.v;SCTSL_230_TRATR1_P_TAP.e;;;;;;;;;;;;;;;;SCJNO_138_DJ602_S.s;;
;;;SCTSL_230_TRATR2_P_AMP.v;SCTSL_230_TRATR2_P_AMP.e;;;;;;;;;;;;;;;;SCJNO_138_DJ612_S.s;;
;;;SCTSL_230_TRATR2_P_KV.v;SCTSL_230_TRATR2_P_KV.e;;;;;;;;;;;;;;;;SCJNO_138_DJ622_S.s;;
;;;SCTSL_230_TRATR2_P_MVAR.v;SCTSL_230_TRATR2_P_MVAR.e;;;;;;;;;;;;;;;;SCJNO_138_DJ632_S.s;;
;;;SCTSL_230_TRATR2_P_MW.v;SCTSL_230_TRATR2_P_MW.e;;;;;;;;;;;;;;;;SCJNO_138_DJ642_S.s;;
;;;SCTSL_230_TRATR2_P_TAP.v;SCTSL_230_TRATR2_P_TAP.e;;;;;;;;;;;;;;;;SCJNO_230_DJ722_S.s;;
;;;SCTSL_69P0_LTSCTRO_1_AMP.v;SCTSL_69P0_LTSCTRO_1_AMP.e;;;;;;;;;;;;;;;;SCJNO_230_DJ742_S.s;;
;;;SCTSL_69P0_LTSCTRO_1_MVAR.v;SCTSL_69P0_LTSCTRO_1_MVAR.e;;;;;;;;;;;;;;;;SCJNO_230_DJ752_S.s;;
;;;SCTSL_69P0_LTSCTRO_1_MW.v;SCTSL_69P0_LTSCTRO_1_MW.e;;;;;;;;;;;;;;;;SCJNO_230_DJ762_S.s;;
;;;SCTSL_69P0_TR1_S_AMP.v;SCTSL_69P0_TR1_S_AMP.e;;;;;;;;;;;;;;;;SCJNO_230_DJ772_S.s;;
;;;SCTSL_69P0_TR1_S_KV.v;SCTSL_69P0_TR1_S_KV.e;;;;;;;;;;;;;;;;SCJNO_230_DJ782_S.s;;
;;;SCTSL_69P0_TR1_S_MVAR.v;SCTSL_69P0_TR1_S_MVAR.e;;;;;;;;;;;;;;;;SCJNO_230_DJ792_S.s;;
;;;SCTSL_69P0_TR1_S_MW.v;SCTSL_69P0_TR1_S_MW.e;;;;;;;;;;;;;;;;SCJNO_230_DJ802_S.s;;
;;;SCTSL_69P0_TR2_S_AMP.v;SCTSL_69P0_TR2_S_AMP.e;;;;;;;;;;;;;;;;SCJNO_230_DJ812_S.s;;
;;;SCTSL_69P0_TR2_S_KV.v;SCTSL_69P0_TR2_S_KV.e;;;;;;;;;;;;;;;;SCJNO_230_DJ822_S.s;;
;;;SCTSL_69P0_TR2_S_MVAR.v;SCTSL_69P0_TR2_S_MVAR.e;;;;;;;;;;;;;;;;SCJNO_230_DJ832_S.s;;
;;;SCTSL_69P0_TR2_S_MW.v;SCTSL_69P0_TR2_S_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ512_S.s;;
;;;SCUHBG_16P0_TR1_P_MVAR.v;SCUHBG_16P0_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ522_S.s;;
;;;SCUHBG_16P0_TR1_P_MW.v;SCUHBG_16P0_TR1_P_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ532_S.s;;
;;;SCUHBG_16P0_TR2_P_MVAR.v;SCUHBG_16P0_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ542_S.s;;
;;;SCUHBG_16P0_TR2_P_MW.v;SCUHBG_16P0_TR2_P_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ552_S.s;;
;;;SCUHBG_16P0_TR3_P_MVAR.v;SCUHBG_16P0_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ602_S.s;;
;;;SCUHBG_16P0_TR3_P_MW.v;SCUHBG_16P0_TR3_P_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ612_S.s;;
;;;SCUHBG_230_TR1_S_MVAR.v;SCUHBG_230_TR1_S_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ622_S.s;;
;;;SCUHBG_230_TR1_S_MW.v;SCUHBG_230_TR1_S_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ632_S.s;;
;;;SCUHBG_230_TR2_S_MVAR.v;SCUHBG_230_TR2_S_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ642_S.s;;
;;;SCUHBG_230_TR2_S_MW.v;SCUHBG_230_TR2_S_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ652_S.s;;
;;;SCUHBG_230_TR3_S_MVAR.v;SCUHBG_230_TR3_S_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ662_S.s;;
;;;SCUHBG_230_TR3_S_MW.v;SCUHBG_230_TR3_S_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ672_S.s;;
;;;SCUHCN_13P8_TR1_P_MVAR.v;SCUHCN_13P8_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCJOI_138_DJ682_S.s;;
;;;SCUHCN_13P8_TR1_P_MW.v;SCUHCN_13P8_TR1_P_MW.e;;;;;;;;;;;;;;;;SCJOI_138_DJ692_S.s;;
;;;SCUHCN_13P8_TR2_P_MVAR.v;SCUHCN_13P8_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCJOI_230_DJ702_S.s;;
;;;SCUHCN_13P8_TR2_P_MW.v;SCUHCN_13P8_TR2_P_MW.e;;;;;;;;;;;;;;;;SCJOI_230_DJ712_S.s;;
;;;SCUHCN_13P8_TR3_P_MVAR.v;SCUHCN_13P8_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCJOI_230_DJ722_S.s;;
;;;SCUHCN_13P8_TR3_P_MW.v;SCUHCN_13P8_TR3_P_MW.e;;;;;;;;;;;;;;;;SCJOI_230_DJ732_S.s;;
;;;SCUHCN_230_TR1_S_AMP.v;SCUHCN_230_TR1_S_AMP.e;;;;;;;;;;;;;;;;SCJOI_230_DJ742_S.s;;
;;;SCUHCN_230_TR1_S_MVAR.v;SCUHCN_230_TR1_S_MVAR.e;;;;;;;;;;;;;;;;SCJOI_230_DJ752_S.s;;
;;;SCUHCN_230_TR1_S_MW.v;SCUHCN_230_TR1_S_MW.e;;;;;;;;;;;;;;;;SCJOI_230_DJ762_S.s;;
