Analógico;Digital;Configurador;ACO;ARE;CALC;PDP;SIS;SME;UFE
APSAJ_13P8_UG02_DISP_GDS.v;;;;;;;;;
APSAJ_13P8_UG02_DIV_GDS_IND.v;;;;;;;;;
APSAJ_13P8_UG02_GDS.v;;;;;;;;;
APSAJ_13P8_UG02_KV.v;;;;;;;;;
APSAJ_13P8_UG02_MVAR.v;;;;;;;;;
APSAJ_13P8_UG02_MW.v;;;;;;;;;
APSAJ_13P8_UG03_AF_FPM.v;;;;;;;;;
APSAJ_13P8_UG03_AF_FPMS.v;;;;;;;;;
APSAJ_13P8_UG03_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
APSAJ_13P8_UG03_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
APSAJ_13P8_UG03_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APSAJ_13P8_UG03_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
APSAJ_13P8_UG03_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
APSAJ_13P8_UG03_AF_RSVGIR_MW.V;;;;;;;;;
APSAJ_13P8_UG03_AF_UNID_CAG.V;;;;;;;;;
APSAJ_13P8_UG03_DISP_GDS.v;;;;;;;;;
APSAJ_13P8_UG03_DIV_GDS_IND.v;;;;;;;;;
APSAJ_13P8_UG03_GDS.v;;;;;;;;;
APSAJ_13P8_UG03_KV.v;;;;;;;;;
APSAJ_13P8_UG03_MVAR.v;;;;;;;;;
APSAJ_13P8_UG03_MW.v;;;;;;;;;
APSAJ_4P1_UG04_AF_FPM.v;;;;;;;;;
APSAJ_4P1_UG04_AF_FPMS.v;;;;;;;;;
APSAJ_4P1_UG04_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
APSAJ_4P1_UG04_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
APSAJ_4P1_UG04_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APSAJ_4P1_UG04_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
APSAJ_4P1_UG04_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
APSAJ_4P1_UG04_AF_RSVGIR_MW.V;;;;;;;;;
APSAJ_4P1_UG04_AF_UNID_CAG.V;;;;;;;;;
APSAJ_4P1_UG04_DISP_GDS.v;;;;;;;;;
APSAJ_4P1_UG04_DIV_GDS_IND.v;;;;;;;;;
APSAJ_4P1_UG04_GDS.v;;;;;;;;;
APSAJ_4P1_UG04_KV.v;;;;;;;;;
APSAJ_4P1_UG04_MVAR.v;;;;;;;;;
APSAJ_4P1_UG04_MW.v;;;;;;;;;
APSAJ_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APSA_13P8_UG04_AF_MW.S_TERMICA.v;;;;;;;;;
APSA_13P8_UG04_GDS.v;;;;;;;;;
APSA_13P8_UG04_KV.v;;;;;;;;;
APSA_13P8_UG04_MVAR.v;;;;;;;;;
APSA_13P8_UG04_MW.v;;;;;;;;;
APSA_13P8_UG05_AF_MW.S_TERMICA.v;;;;;;;;;
APSA_13P8_UG05_GDS.v;;;;;;;;;
APSA_13P8_UG05_KV.v;;;;;;;;;
APSA_13P8_UG05_MVAR.v;;;;;;;;;
APSA_13P8_UG05_MW.v;;;;;;;;;
APSA_13P8_UG06_AF_MW.S_TERMICA.v;;;;;;;;;
APSA_13P8_UG06_GDS.v;;;;;;;;;
APSA_13P8_UG06_KV.v;;;;;;;;;
APSA_13P8_UG06_MVAR.v;;;;;;;;;
APSA_13P8_UG06_MW.v;;;;;;;;;
APSA_13P8_UG07_AF_MW.S_TERMICA.v;;;;;;;;;
APSA_13P8_UG07_GDS.v;;;;;;;;;
APSA_13P8_UG07_KV.v;;;;;;;;;
APSA_13P8_UG07_MVAR.v;;;;;;;;;
APSA_13P8_UG07_MW.v;;;;;;;;;
APUCCA_13P8_UG01_AF_FPM.v;;;;;;;;;
APUCCA_13P8_UG01_AF_FPMS.v;;;;;;;;;
APUCCA_13P8_UG01_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
APUCCA_13P8_UG01_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
APUCCA_13P8_UG01_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APUCCA_13P8_UG01_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
APUCCA_13P8_UG01_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
APUCCA_13P8_UG01_AF_RSVGIR_MW.V;;;;;;;;;
APUCCA_13P8_UG01_AF_UNID_CAG.V;;;;;;;;;
APUCCA_13P8_UG01_DISP_GDS.v;;;;;;;;;
APUCCA_13P8_UG01_DIV_GDS_IND.v;;;;;;;;;
APUCCA_13P8_UG01_GDS.v;;;;;;;;;
APUCCA_13P8_UG01_KV.v;;;;;;;;;
APUCCA_13P8_UG01_MVAR.v;;;;;;;;;
APUCCA_13P8_UG01_MW.v;;;;;;;;;
APUCCA_13P8_UG02_AF_FPM.v;;;;;;;;;
APUCCA_13P8_UG02_AF_FPMS.v;;;;;;;;;
APUCCA_13P8_UG02_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
APUCCA_13P8_UG02_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
APUCCA_13P8_UG02_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APUCCA_13P8_UG02_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
APUCCA_13P8_UG02_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
APUCCA_13P8_UG02_AF_RSVGIR_MW.V;;;;;;;;;
APUCCA_13P8_UG02_AF_UNID_CAG.V;;;;;;;;;
APUCCA_13P8_UG02_DISP_GDS.v;;;;;;;;;
APUCCA_13P8_UG02_DIV_GDS_IND.v;;;;;;;;;
APUCCA_13P8_UG02_GDS.v;;;;;;;;;
APUCCA_13P8_UG02_KV.v;;;;;;;;;
APUCCA_13P8_UG02_MVAR.v;;;;;;;;;
APUCCA_13P8_UG02_MW.v;;;;;;;;;
APUCCA_13P8_UG03_AF_FPM.v;;;;;;;;;
APUCCA_13P8_UG03_AF_FPMS.v;;;;;;;;;
APUCCA_13P8_UG03_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
APUCCA_13P8_UG03_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
APUCCA_13P8_UG03_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APUCCA_13P8_UG03_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
APUCCA_13P8_UG03_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
APUCCA_13P8_UG03_AF_RSVGIR_MW.V;;;;;;;;;
APUCCA_13P8_UG03_AF_UNID_CAG.V;;;;;;;;;
APUCCA_13P8_UG03_DISP_GDS.v;;;;;;;;;
APUCCA_13P8_UG03_DIV_GDS_IND.v;;;;;;;;;
APUCCA_13P8_UG03_GDS.v;;;;;;;;;
APUCCA_13P8_UG03_KV.v;;;;;;;;;
APUCCA_13P8_UG03_MVAR.v;;;;;;;;;
APUCCA_13P8_UG03_MW.v;;;;;;;;;
APUCCA_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
APUTOL_13P8_UG1_AF_MW.S_TERMICA.v;;;;;;;;;
APUTOL_13P8_UG1_GDS.v;;;;;;;;;
APUTOL_13P8_UG1_MVAR.v;;;;;;;;;
APUTOL_13P8_UG1_MW.v;;;;;;;;;
APUTSE_13P8_UG1_AF_MW.S_TERMICA.v;;;;;;;;;
APUTSE_13P8_UG1_GDS.v;;;;;;;;;
APUTSE_13P8_UG1_MVAR.v;;;;;;;;;
APUTSE_13P8_UG1_MW.v;;;;;;;;;
APUTSN_13P8_UG2_AF_MW.S_TERMICA.v;;;;;;;;;
APUTSN_13P8_UG2_GDS.v;;;;;;;;;
APUTSN_13P8_UG2_KV.v;;;;;;;;;
APUTSN_13P8_UG2_MVAR.v;;;;;;;;;
APUTSN_13P8_UG2_MW.v;;;;;;;;;
APUTSN_13P8_UG3_AF_MW.S_TERMICA.v;;;;;;;;;
APUTSN_13P8_UG3_GDS.v;;;;;;;;;
APUTSN_13P8_UG3_KV.v;;;;;;;;;
APUTSN_13P8_UG3_MVAR.v;;;;;;;;;
APUTSN_13P8_UG3_MW.v;;;;;;;;;
AMAA_13P8_UG05_GDS.v;;;;;;;;;
AMAA_13P8_UG05_KV.v;;;;;;;;;
AMAA_13P8_UG05_MVAR.v;;;;;;;;;
AMAA_13P8_UG05_MW.v;;;;;;;;;
AMAA_13P8_UG06_GDS.v;;;;;;;;;
AMAA_13P8_UG06_KV.v;;;;;;;;;
AMAA_13P8_UG06_MVAR.v;;;;;;;;;
AMAA_13P8_UG06_MW.v;;;;;;;;;
AMAA_13P8_UG07_AF_MW.S_TERMICA.v;;;;;;;;;
AMAA_13P8_UG07_GDS.v;;;;;;;;;
AMAA_13P8_UG07_KV.v;;;;;;;;;
AMAA_13P8_UG07_MVAR.v;;;;;;;;;
AMAA_13P8_UG07_MW.v;;;;;;;;;
AMAA_13P8_UG08_AF_MW.S_TERMICA.v;;;;;;;;;
AMAA_13P8_UG08_GDS.v;;;;;;;;;
AMAA_13P8_UG08_KV.v;;;;;;;;;
AMAA_13P8_UG08_MVAR.v;;;;;;;;;
AMAA_13P8_UG08_MW.v;;;;;;;;;
AMAA_13P8_UG09_AF_MW.S_TERMICA.v;;;;;;;;;
AMAA_13P8_UG09_GDS.v;;;;;;;;;
AMAA_13P8_UG09_KV.v;;;;;;;;;
AMAA_13P8_UG09_MVAR.v;;;;;;;;;
AMAA_13P8_UG09_MW.v;;;;;;;;;
AMAA_13P8_UG10_AF_MW.S_TERMICA.v;;;;;;;;;
AMAA_13P8_UG10_GDS.v;;;;;;;;;
AMAA_13P8_UG10_KV.v;;;;;;;;;
AMAA_13P8_UG10_MVAR.v;;;;;;;;;
AMAA_13P8_UG10_MW.v;;;;;;;;;
AMBA_13P8_UG1_AF_FPM.v;;;;;;;;;
AMBA_13P8_UG1_AF_FPMS.v;;;;;;;;;
AMBA_13P8_UG1_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
AMBA_13P8_UG1_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
AMBA_13P8_UG1_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
AMBA_13P8_UG1_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
AMBA_13P8_UG1_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
AMBA_13P8_UG1_AF_RSVGIR_MW.V;;;;;;;;;
AMBA_13P8_UG1_AF_UNID_CAG.V;;;;;;;;;
AMBA_13P8_UG1_DISP_GDS.v;;;;;;;;;
AMBA_13P8_UG1_DIV_GDS_IND.v;;;;;;;;;
AMBA_13P8_UG1_GDS.v;;;;;;;;;
AMBA_13P8_UG1_KV.v;;;;;;;;;
AMBA_13P8_UG1_MVAR.v;;;;;;;;;
AMBA_13P8_UG1_MW.v;;;;;;;;;
AMBA_13P8_UG2_AF_FPM.v;;;;;;;;;
AMBA_13P8_UG2_AF_FPMS.v;;;;;;;;;
AMBA_13P8_UG2_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
AMBA_13P8_UG2_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
AMBA_13P8_UG2_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
AMBA_13P8_UG2_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
AMBA_13P8_UG2_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
AMBA_13P8_UG2_AF_RSVGIR_MW.V;;;;;;;;;
AMBA_13P8_UG2_AF_UNID_CAG.V;;;;;;;;;
AMBA_13P8_UG2_DISP_GDS.v;;;;;;;;;
AMBA_13P8_UG2_DIV_GDS_IND.v;;;;;;;;;
AMBA_13P8_UG2_GDS.v;;;;;;;;;
AMBA_13P8_UG2_KV.v;;;;;;;;;
AMBA_13P8_UG2_MVAR.v;;;;;;;;;
AMBA_13P8_UG2_MW.v;;;;;;;;;
AMBA_13P8_UG3_AF_FPM.v;;;;;;;;;
AMBA_13P8_UG3_AF_FPMS.v;;;;;;;;;
AMBA_13P8_UG3_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
AMBA_13P8_UG3_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
AMBA_13P8_UG3_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
AMBA_13P8_UG3_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
AMBA_13P8_UG3_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
AMBA_13P8_UG3_AF_RSVGIR_MW.V;;;;;;;;;
AMBA_13P8_UG3_AF_UNID_CAG.V;;;;;;;;;
AMBA_13P8_UG3_DISP_GDS.v;;;;;;;;;
AMBA_13P8_UG3_DIV_GDS_IND.v;;;;;;;;;
AMBA_13P8_UG3_GDS.v;;;;;;;;;
AMBA_13P8_UG3_KV.v;;;;;;;;;
AMBA_13P8_UG3_MVAR.v;;;;;;;;;
AMBA_13P8_UG3_MW.v;;;;;;;;;
AMBA_13P8_UG4_AF_FPM.v;;;;;;;;;
AMBA_13P8_UG4_AF_FPMS.v;;;;;;;;;
AMBA_13P8_UG4_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
AMBA_13P8_UG4_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
AMBA_13P8_UG4_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
AMBA_13P8_UG4_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
AMBA_13P8_UG4_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
AMBA_13P8_UG4_AF_RSVGIR_MW.V;;;;;;;;;
AMBA_13P8_UG4_AF_UNID_CAG.V;;;;;;;;;
AMBA_13P8_UG4_DISP_GDS.v;;;;;;;;;
AMBA_13P8_UG4_DIV_GDS_IND.v;;;;;;;;;
AMBA_13P8_UG4_GDS.v;;;;;;;;;
AMBA_13P8_UG4_KV.v;;;;;;;;;
AMBA_13P8_UG4_MVAR.v;;;;;;;;;
AMBA_13P8_UG4_MW.v;;;;;;;;;
AMBA_13P8_UG5_AF_FPM.v;;;;;;;;;
AMBA_13P8_UG5_AF_FPMS.v;;;;;;;;;
AMBA_13P8_UG5_AF_FPMS_PARCELA_INDISP.v;;;;;;;;;
AMBA_13P8_UG5_AF_FPMS_PARCELA_SINCRONOS.v;;;;;;;;;
AMBA_13P8_UG5_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
AMBA_13P8_UG5_AF_MW.S_HIDRAULICA_GER.v;;;;;;;;;
AMBA_13P8_UG5_AF_MW.S_HIDRAULICA_SINC.v;;;;;;;;;
AMBA_13P8_UG5_AF_RSVGIR_MW.V;;;;;;;;;
AMBA_13P8_UG5_AF_UNID_CAG.V;;;;;;;;;
AMBA_13P8_UG5_DISP_GDS.v;;;;;;;;;
AMBA_13P8_UG5_DIV_GDS_IND.v;;;;;;;;;
AMBA_13P8_UG5_GDS.v;;;;;;;;;
AMBA_13P8_UG5_KV.v;;;;;;;;;
AMBA_13P8_UG5_MVAR.v;;;;;;;;;
AMBA_13P8_UG5_MW.v;;;;;;;;;
AMBA_AF_FPMS_PARCELA_UGE.v;;;;;;;;;
AMCM_16P5_UG01_AF_MW.S_TERMICA.v;;;;;;;;;
AMCM_16P5_UG01_GDS.v;;;;;;;;;
AMCM_16P5_UG01_KV.v;;;;;;;;;
AMCM_16P5_UG01_MVAR.v;;;;;;;;;
AMCM_16P5_UG01_MW.v;;;;;;;;;
AMCM_16P5_UG02_AF_MW.S_TERMICA.v;;;;;;;;;
AMCM_16P5_UG02_GDS.v;;;;;;;;;
AMCM_16P5_UG02_KV.v;;;;;;;;;
AMCM_16P5_UG02_MVAR.v;;;;;;;;;
AMCM_16P5_UG02_MW.v;;;;;;;;;
AMCM_18P0_UG03_AF_MW.S_TERMICA.v;;;;;;;;;
AMCM_18P0_UG03_GDS.v;;;;;;;;;
AMCM_18P0_UG03_KV.v;;;;;;;;;
AMCM_18P0_UG03_MVAR.v;;;;;;;;;
AMCM_18P0_UG03_MW.v;;;;;;;;;
AMCR_13P8_UG1_AF_MW.S_TERMICA.v;;;;;;;;;
AMCR_13P8_UG1_GDS.v;;;;;;;;;
AMCR_13P8_UG1_KV.v;;;;;;;;;
AMCR_13P8_UG1_MVAR.v;;;;;;;;;
AMCR_13P8_UG1_MW.v;;;;;;;;;
AMCR_13P8_UG2_AF_MW.S_TERMICA.v;;;;;;;;;
AMCR_13P8_UG2_GDS.v;;;;;;;;;
AMCR_13P8_UG2_KV.v;;;;;;;;;
AMCR_13P8_UG2_MVAR.v;;;;;;;;;
AMCR_13P8_UG2_MW.v;;;;;;;;;
AMCR_13P8_UG3_AF_MW.S_TERMICA.v;;;;;;;;;
AMCR_13P8_UG3_GDS.v;;;;;;;;;
AMCR_13P8_UG3_KV.v;;;;;;;;;
AMCR_13P8_UG3_MVAR.v;;;;;;;;;
AMCR_13P8_UG3_MW.v;;;;;;;;;
AMCR_13P8_UG4_AF_MW.S_TERMICA.v;;;;;;;;;
AMCR_13P8_UG4_GDS.v;;;;;;;;;
AMCR_13P8_UG4_KV.v;;;;;;;;;
AMCR_13P8_UG4_MVAR.v;;;;;;;;;
AMCR_13P8_UG4_MW.v;;;;;;;;;
AMCR_13P8_UG5_AF_MW.S_TERMICA.v;;;;;;;;;
AMCR_13P8_UG5_GDS.v;;;;;;;;;
AMCR_13P8_UG5_KV.v;;;;;;;;;
AMCR_13P8_UG5_MVAR.v;;;;;;;;;
AMCR_13P8_UG5_MW.v;;;;;;;;;
AMJA_13P8_UG1_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG1_GDS.v;;;;;;;;;
AMJA_13P8_UG1_KV.v;;;;;;;;;
AMJA_13P8_UG1_MVAR.v;;;;;;;;;
AMJA_13P8_UG1_MW.v;;;;;;;;;
AMJA_13P8_UG2_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG2_GDS.v;;;;;;;;;
AMJA_13P8_UG2_KV.v;;;;;;;;;
AMJA_13P8_UG2_MVAR.v;;;;;;;;;
AMJA_13P8_UG2_MW.v;;;;;;;;;
AMJA_13P8_UG3_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG3_GDS.v;;;;;;;;;
AMJA_13P8_UG3_KV.v;;;;;;;;;
AMJA_13P8_UG3_MVAR.v;;;;;;;;;
AMJA_13P8_UG3_MW.v;;;;;;;;;
AMJA_13P8_UG4_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG4_GDS.v;;;;;;;;;
AMJA_13P8_UG4_KV.v;;;;;;;;;
AMJA_13P8_UG4_MVAR.v;;;;;;;;;
AMJA_13P8_UG4_MW.v;;;;;;;;;
AMJA_13P8_UG5_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG5_GDS.v;;;;;;;;;
AMJA_13P8_UG5_KV.v;;;;;;;;;
AMJA_13P8_UG5_MVAR.v;;;;;;;;;
AMJA_13P8_UG5_MW.v;;;;;;;;;
AMJA_13P8_UG6_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG6_GDS.v;;;;;;;;;
AMJA_13P8_UG6_KV.v;;;;;;;;;
AMJA_13P8_UG6_MVAR.v;;;;;;;;;
AMJA_13P8_UG6_MW.v;;;;;;;;;
AMJA_13P8_UG7_AF_MW.S_TERMICA.v;;;;;;;;;
AMJA_13P8_UG7_GDS.v;;;;;;;;;
AMJA_13P8_UG7_KV.v;;;;;;;;;
AMJA_13P8_UG7_MVAR.v;;;;;;;;;
AMJA_13P8_UG7_MW.v;;;;;;;;;
AMMA_13P8_UG1_AF_MW.S_TERMICA.v;;;;;;;;;
AMMA_13P8_UG1_GDS.v;;;;;;;;;
AMMA_13P8_UG1_KV.v;;;;;;;;;
AMMA_13P8_UG1_MVAR.v;;;;;;;;;
AMMA_13P8_UG1_MW.v;;;;;;;;;
AMMA_13P8_UG2_AF_MW.S_TERMICA.v;;;;;;;;;
AMMA_13P8_UG2_GDS.v;;;;;;;;;
AMMA_13P8_UG2_KV.v;;;;;;;;;
AMMA_13P8_UG2_MVAR.v;;;;;;;;;
AMMA_13P8_UG2_MW.v;;;;;;;;;
AMMA_13P8_UG3_AF_MW.S_TERMICA.v;;;;;;;;;
AMMA_13P8_UG3_GDS.v;;;;;;;;;
AMMA_13P8_UG3_KV.v;;;;;;;;;
AMMA_13P8_UG3_MVAR.v;;;;;;;;;
AMMA_13P8_UG3_MW.v;;;;;;;;;
AMMA_13P8_UG4_AF_MW.S_TERMICA.v;;;;;;;;;
AMMA_13P8_UG4_GDS.v;;;;;;;;;
AMMA_13P8_UG4_KV.v;;;;;;;;;
AMMA_13P8_UG4_MVAR.v;;;;;;;;;
AMMA_13P8_UG4_MW.v;;;;;;;;;
AMMA_13P8_UG5_AF_MW.S_TERMICA.v;;;;;;;;;
AMMA_13P8_UG5_GDS.v;;;;;;;;;
AMMA_13P8_UG5_KV.v;;;;;;;;;
AMMA_13P8_UG5_MVAR.v;;;;;;;;;
AMMA_13P8_UG5_MW.v;;;;;;;;;
AMMU3_13P8_UG07_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU3_13P8_UG07_GDS.v;;;;;;;;;
AMMU3_13P8_UG07_KV.v;;;;;;;;;
AMMU3_13P8_UG07_MVAR.v;;;;;;;;;
AMMU3_13P8_UG07_MW.v;;;;;;;;;
AMMU3_13P8_UG08_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU3_13P8_UG08_GDS.v;;;;;;;;;
AMMU3_13P8_UG08_KV.v;;;;;;;;;
AMMU3_13P8_UG08_MVAR.v;;;;;;;;;
AMMU3_13P8_UG08_MW.v;;;;;;;;;
AMMU4_13P8_UG01_GDS.v;;;;;;;;;
AMMU4_13P8_UG01_KV.v;;;;;;;;;
AMMU4_13P8_UG01_MVAR.v;;;;;;;;;
AMMU4_13P8_UG01_MW.v;;;;;;;;;
AMMU4_13P8_UG02_GDS.v;;;;;;;;;
AMMU4_13P8_UG02_KV.v;;;;;;;;;
AMMU4_13P8_UG02_MVAR.v;;;;;;;;;
AMMU4_13P8_UG02_MW.v;;;;;;;;;
AMMU4_13P8_UG09_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG09_GDS.v;;;;;;;;;
AMMU4_13P8_UG09_KV.v;;;;;;;;;
AMMU4_13P8_UG09_MVAR.v;;;;;;;;;
AMMU4_13P8_UG09_MW.v;;;;;;;;;
AMMU4_13P8_UG10_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG10_GDS.v;;;;;;;;;
AMMU4_13P8_UG10_KV.v;;;;;;;;;
AMMU4_13P8_UG10_MVAR.v;;;;;;;;;
AMMU4_13P8_UG10_MW.v;;;;;;;;;
AMMU4_13P8_UG11_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG11_GDS.v;;;;;;;;;
AMMU4_13P8_UG11_KV.v;;;;;;;;;
AMMU4_13P8_UG11_MVAR.v;;;;;;;;;
AMMU4_13P8_UG11_MW.v;;;;;;;;;
AMMU4_13P8_UG12_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG12_GDS.v;;;;;;;;;
AMMU4_13P8_UG12_KV.v;;;;;;;;;
AMMU4_13P8_UG12_MVAR.v;;;;;;;;;
AMMU4_13P8_UG12_MW.v;;;;;;;;;
AMMU4_13P8_UG13_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG13_GDS.v;;;;;;;;;
AMMU4_13P8_UG13_KV.v;;;;;;;;;
AMMU4_13P8_UG13_MVAR.v;;;;;;;;;
AMMU4_13P8_UG13_MW.v;;;;;;;;;
AMMU4_13P8_UG14_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG14_GDS.v;;;;;;;;;
AMMU4_13P8_UG14_KV.v;;;;;;;;;
AMMU4_13P8_UG14_MVAR.v;;;;;;;;;
AMMU4_13P8_UG14_MW.v;;;;;;;;;
AMMU4_13P8_UG15_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG15_GDS.v;;;;;;;;;
AMMU4_13P8_UG15_KV.v;;;;;;;;;
AMMU4_13P8_UG15_MVAR.v;;;;;;;;;
AMMU4_13P8_UG15_MW.v;;;;;;;;;
AMMU4_13P8_UG16_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG16_GDS.v;;;;;;;;;
AMMU4_13P8_UG16_KV.v;;;;;;;;;
AMMU4_13P8_UG16_MVAR.v;;;;;;;;;
AMMU4_13P8_UG16_MW.v;;;;;;;;;
AMMU4_13P8_UG17_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG17_GDS.v;;;;;;;;;
AMMU4_13P8_UG17_KV.v;;;;;;;;;
AMMU4_13P8_UG17_MVAR.v;;;;;;;;;
AMMU4_13P8_UG17_MW.v;;;;;;;;;
AMMU4_13P8_UG18_AF_MW.S_TERMICA.v;;;;;;;;;
AMMU4_13P8_UG18_GDS.v;;;;;;;;;
AMMU4_13P8_UG18_KV.v;;;;;;;;;
AMMU4_13P8_UG18_MVAR.v;;;;;;;;;
AMMU4_13P8_UG18_MW.v;;;;;;;;;
AMMU4_13P8_UG19_KV.v;;;;;;;;;
AMMU4_13P8_UG19_MVAR.v;;;;;;;;;
AMMU4_13P8_UG19_MW.v;;;;;;;;;
AMMU4_13P8_UG20_KV.v;;;;;;;;;
AMMU4_13P8_UG20_MVAR.v;;;;;;;;;
AMMU4_13P8_UG20_MW.v;;;;;;;;;
AMMU_13P8_UG01_GDS.v;;;;;;;;;
AMMU_13P8_UG01_KV.v;;;;;;;;;
AMMU_13P8_UG01_MVAR.v;;;;;;;;;
AMMU_13P8_UG01_MW.v;;;;;;;;;
AMMU_13P8_UG02_GDS.v;;;;;;;;;
AMMU_13P8_UG02_KV.v;;;;;;;;;
AMMU_13P8_UG02_MVAR.v;;;;;;;;;
AMMU_13P8_UG02_MW.v;;;;;;;;;
AMMU_13P8_UG19_KV.v;;;;;;;;;
AMMU_13P8_UG19_MVAR.v;;;;;;;;;
AMMU_13P8_UG19_MW.v;;;;;;;;;
AMMU_13P8_UG20_KV.v;;;;;;;;;
AMMU_13P8_UG20_MVAR.v;;;;;;;;;
AMMU_13P8_UG20_MW.v;;;;;;;;;
AMTA_13P8_UG1_AF_MW.S_TERMICA.v;;;;;;;;;
AMTA_13P8_UG1_GDS.v;;;;;;;;;
AMTA_13P8_UG1_KV.v;;;;;;;;;
AMTA_13P8_UG1_MVAR.v;;;;;;;;;
AMTA_13P8_UG1_MW.v;;;;;;;;;
AMTA_13P8_UG2_AF_MW.S_TERMICA.v;;;;;;;;;
AMTA_13P8_UG2_GDS.v;;;;;;;;;
AMTA_13P8_UG2_KV.v;;;;;;;;;
AMTA_13P8_UG2_MVAR.v;;;;;;;;;
AMTA_13P8_UG2_MW.v;;;;;;;;;
AMTA_13P8_UG3_AF_MW.S_TERMICA.v;;;;;;;;;
AMTA_13P8_UG3_GDS.v;;;;;;;;;
AMTA_13P8_UG3_KV.v;;;;;;;;;
AMTA_13P8_UG3_MVAR.v;;;;;;;;;
AMTA_13P8_UG3_MW.v;;;;;;;;;
AMTA_13P8_UG4_AF_MW.S_TERMICA.v;;;;;;;;;
AMTA_13P8_UG4_GDS.v;;;;;;;;;
AMTA_13P8_UG4_KV.v;;;;;;;;;
AMTA_13P8_UG4_MVAR.v;;;;;;;;;
AMTA_13P8_UG4_MW.v;;;;;;;;;
AMTA_13P8_UG5_AF_MW.S_TERMICA.v;;;;;;;;;
AMTA_13P8_UG5_GDS.v;;;;;;;;;
AMTA_13P8_UG5_KV.v;;;;;;;;;
